Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-26084,209.00,-63.00,4.00,Electronics,Electronic Games,COD
B-25998,50.00,-28.00,5.00,Furniture,Furnishings,COD
B-25872,57.00,27.00,2.00,Clothing,Shirt,COD
B-25795,276.00,-21.00,2.00,Electronics,Phones,EMI
B-25902,268.00,6.00,2.00,Furniture,Bookcases,UPI
B-25650,269.00,111.00,3.00,Clothing,Trousers,EMI
B-25957,209.00,2.00,1.00,Clothing,Saree,COD
B-25793,60.00,-12.00,4.00,Clothing,Hankerchief,Debit Card
B-25654,269.00,-86.00,2.00,Electronics,Electronic Games,EMI
B-25750,208.00,-25.00,2.00,Clothing,Saree,COD
B-25835,27.00,2.00,2.00,Clothing,Leggings,UPI
B-25652,206.00,-206.00,3.00,Clothing,Saree,COD
B-26018,61.00,8.00,4.00,Clothing,Hankerchief,Debit Card
B-25750,212.00,-24.00,2.00,Furniture,Chairs,COD
B-25840,262.00,64.00,6.00,Clothing,Saree,EMI
B-25756,204.00,276.00,3.00,Furniture,Bookcases,COD
B-25777,59.00,-46.00,7.00,Clothing,T-shirt,UPI
B-25750,199.00,-18.00,2.00,Clothing,Saree,COD
B-25823,59.00,6.00,1.00,Electronics,Accessories,UPI
B-26096,45.00,9.00,3.00,Clothing,Leggings,UPI
B-25757,211.00,19.00,8.00,Clothing,Stole,COD
B-25698,65.00,-16.00,2.00,Electronics,Phones,Debit Card
B-25710,25.00,0.00,4.00,Clothing,Skirt,UPI
B-25994,196.00,-7.00,5.00,Electronics,Phones,COD
B-25950,261.00,13.00,6.00,Clothing,Shirt,Credit Card
B-25653,195.00,-117.00,5.00,Electronics,Phones,COD
B-25785,192.00,-146.00,3.00,Clothing,Saree,COD
B-25863,189.00,87.00,7.00,Clothing,Stole,COD
B-25959,32.00,2.00,2.00,Clothing,Kurti,UPI
B-25991,188.00,13.00,7.00,Clothing,Shirt,COD
B-25680,73.00,-25.00,3.00,Clothing,Saree,COD
B-25910,259.00,47.00,5.00,Clothing,Hankerchief,Credit Card
B-25737,187.00,-15.00,3.00,Clothing,Trousers,COD
B-25853,26.00,11.00,2.00,Clothing,Hankerchief,UPI
B-26097,185.00,-26.00,6.00,Furniture,Chairs,COD
B-25875,248.00,8.00,2.00,Clothing,Saree,Credit Card
B-26031,67.00,9.00,4.00,Clothing,Leggings,Debit Card
B-25773,248.00,-70.00,3.00,Furniture,Chairs,Credit Card
B-25840,246.00,61.00,2.00,Furniture,Bookcases,Credit Card
B-25908,179.00,-25.00,5.00,Clothing,Kurti,COD
B-26041,176.00,-28.00,5.00,Furniture,Furnishings,COD
B-26010,176.00,-13.00,5.00,Furniture,Furnishings,COD
B-25640,68.00,-62.00,2.00,Clothing,Trousers,Debit Card
B-25794,176.00,37.00,6.00,Electronics,Accessories,COD
B-25987,88.00,11.00,7.00,Clothing,Hankerchief,UPI
B-25615,68.00,20.00,5.00,Clothing,Hankerchief,Debit Card
B-25997,231.00,99.00,2.00,Electronics,Electronic Games,Credit Card
B-25981,62.00,8.00,2.00,Clothing,T-shirt,UPI
B-25791,175.00,77.00,3.00,Clothing,Saree,COD
B-25986,71.00,4.00,5.00,Clothing,Leggings,Debit Card
B-25652,174.00,-70.00,3.00,Electronics,Accessories,COD
B-25952,173.00,69.00,3.00,Furniture,Chairs,COD
B-25898,171.00,2.00,2.00,Electronics,Electronic Games,COD
B-25785,268.00,-25.00,3.00,Clothing,Saree,COD
B-25990,71.00,32.00,3.00,Clothing,Saree,Debit Card
B-26091,29.00,10.00,4.00,Clothing,Hankerchief,UPI
B-25604,65.00,17.00,2.00,Clothing,T-shirt,UPI
B-25754,72.00,-46.00,7.00,Clothing,Kurti,Debit Card
B-25724,168.00,-51.00,2.00,Furniture,Bookcases,COD
B-25757,165.00,30.00,3.00,Clothing,Stole,COD
B-25767,74.00,-59.00,2.00,Electronics,Accessories,Debit Card
B-25886,89.00,17.00,2.00,Clothing,Stole,UPI
B-25621,228.00,63.00,3.00,Electronics,Electronic Games,Credit Card
B-25967,119.00,-24.00,4.00,Furniture,Furnishings,COD
B-25691,75.00,-25.00,3.00,Clothing,Stole,UPI
B-25953,67.00,20.00,4.00,Clothing,T-shirt,UPI
B-25651,7.00,0.00,1.00,Clothing,Leggings,COD
B-25828,222.00,35.00,5.00,Clothing,Saree,Credit Card
B-25628,219.00,-9.00,4.00,Clothing,Saree,Credit Card
B-25703,42.00,-23.00,2.00,Furniture,Furnishings,UPI
B-25929,216.00,-135.00,3.00,Furniture,Chairs,Credit Card
B-25748,47.00,-21.00,2.00,Electronics,Electronic Games,COD
B-25610,68.00,-55.00,5.00,Electronics,Accessories,UPI
B-25903,74.00,33.00,2.00,Clothing,Shirt,Debit Card
B-25878,165.00,46.00,3.00,Furniture,Furnishings,COD
B-26056,101.00,11.00,2.00,Clothing,Hankerchief,UPI
B-26004,162.00,73.00,2.00,Electronics,Electronic Games,COD
B-25699,20.00,-22.00,1.00,Furniture,Furnishings,UPI
B-26053,162.00,55.00,3.00,Clothing,Stole,COD
B-25654,229.00,-23.00,2.00,Clothing,Saree,UPI
B-25954,27.00,0.00,2.00,Clothing,Leggings,COD
B-25910,685.00,7.00,7.00,Clothing,Trousers,UPI
B-26064,75.00,2.00,5.00,Clothing,Leggings,Debit Card
B-25983,161.00,-229.00,8.00,Furniture,Furnishings,COD
B-26002,71.00,19.00,3.00,Clothing,T-shirt,COD
B-25650,211.00,-105.00,2.00,Clothing,Saree,Credit Card
B-26043,79.00,5.00,6.00,Clothing,Hankerchief,Debit Card
B-25657,32.00,-22.00,5.00,Clothing,Saree,UPI
B-25838,161.00,40.00,3.00,Clothing,Stole,COD
B-25651,159.00,4.00,1.00,Clothing,Saree,COD
B-25808,210.00,-50.00,4.00,Clothing,Hankerchief,Credit Card
B-25973,79.00,39.00,2.00,Clothing,Shirt,Debit Card
B-25698,207.00,153.00,3.00,Clothing,Saree,Credit Card
B-25818,36.00,0.00,4.00,Clothing,Kurti,COD
B-26061,206.00,12.00,1.00,Electronics,Printers,Credit Card
B-25878,46.00,0.00,4.00,Clothing,Leggings,COD
B-26054,156.00,23.00,3.00,Clothing,Stole,COD
B-25809,154.00,54.00,3.00,Clothing,Hankerchief,COD
B-26042,36.00,15.00,3.00,Clothing,Stole,UPI
B-26008,206.00,51.00,4.00,Clothing,Hankerchief,Credit Card
B-25927,200.00,7.00,4.00,Electronics,Electronic Games,Credit Card
B-26008,199.00,-1.00,1.00,Clothing,Saree,Credit Card
B-25753,154.00,22.00,7.00,Clothing,T-shirt,COD
B-25948,152.00,23.00,3.00,Furniture,Furnishings,COD
B-26094,152.00,50.00,6.00,Clothing,Stole,COD
B-25654,122.00,-21.00,3.00,Furniture,Furnishings,UPI
B-25854,149.00,48.00,6.00,Clothing,Stole,COD
B-25623,149.00,-87.00,4.00,Clothing,Saree,COD
B-25985,197.00,20.00,4.00,Clothing,Kurti,Credit Card
B-25723,76.00,-54.00,3.00,Electronics,Electronic Games,COD
B-25751,221.00,-15.00,2.00,Electronics,Electronic Games,COD
B-26050,79.00,32.00,3.00,Clothing,Saree,Debit Card
B-25800,45.00,12.00,7.00,Clothing,Hankerchief,UPI
B-25673,149.00,-1.00,1.00,Clothing,Saree,COD
B-26002,80.00,22.00,3.00,Clothing,Stole,Debit Card
B-26009,195.00,12.00,9.00,Clothing,Shirt,Credit Card
B-25754,19.00,0.00,3.00,Clothing,Skirt,UPI
B-25953,81.00,41.00,3.00,Clothing,Stole,Debit Card
B-26039,83.00,34.00,5.00,Clothing,Shirt,Debit Card
B-26001,149.00,17.00,4.00,Furniture,Furnishings,COD
B-25620,193.00,46.00,1.00,Electronics,Printers,Credit Card
B-26051,85.00,24.00,10.00,Clothing,Hankerchief,Debit Card
B-25673,44.00,-17.00,5.00,Clothing,Saree,UPI
B-25721,149.00,-40.00,2.00,Electronics,Phones,COD
B-25764,26.00,0.00,2.00,Clothing,Kurti,COD
B-25645,86.00,0.00,4.00,Clothing,T-shirt,Debit Card
B-26066,86.00,22.00,2.00,Clothing,Saree,Debit Card
B-26003,79.00,16.00,3.00,Clothing,T-shirt,COD
B-25712,193.00,-275.00,3.00,Electronics,Phones,Credit Card
B-25796,148.00,0.00,3.00,Clothing,Saree,COD
B-25738,70.00,-14.00,2.00,Furniture,Furnishings,UPI
B-25771,148.00,59.00,3.00,Clothing,Hankerchief,COD
B-25950,190.00,19.00,9.00,Furniture,Furnishings,Credit Card
B-26038,52.00,14.00,2.00,Clothing,Stole,COD
B-26004,147.00,44.00,3.00,Clothing,Saree,COD
B-25896,190.00,68.00,8.00,Clothing,T-shirt,Credit Card
B-25601,80.00,-56.00,4.00,Electronics,Electronic Games,UPI
B-25952,147.00,48.00,3.00,Clothing,Saree,COD
B-25873,66.00,12.00,3.00,Clothing,Stole,COD
B-25844,86.00,8.00,2.00,Clothing,Saree,Debit Card
B-26054,88.00,19.00,2.00,Clothing,Shirt,Debit Card
B-25953,188.00,-193.00,2.00,Electronics,Electronic Games,Credit Card
B-25951,89.00,29.00,2.00,Clothing,Stole,UPI
B-26065,146.00,19.00,5.00,Clothing,Stole,COD
B-26033,143.00,32.00,1.00,Furniture,Bookcases,COD
B-25781,25.00,-1.00,4.00,Clothing,Kurti,COD
B-26043,30.00,12.00,3.00,Clothing,Skirt,UPI
B-25787,140.00,-58.00,4.00,Furniture,Furnishings,COD
B-25664,83.00,-48.00,1.00,Furniture,Bookcases,UPI
B-25825,140.00,6.00,5.00,Clothing,Saree,COD
B-25818,28.00,14.00,4.00,Clothing,Hankerchief,COD
B-25765,139.00,14.00,3.00,Clothing,Stole,COD
B-25853,30.00,14.00,3.00,Clothing,Hankerchief,UPI
B-26030,89.00,36.00,3.00,Clothing,Shirt,UPI
B-25730,187.00,30.00,4.00,Electronics,Accessories,Credit Card
B-26054,139.00,21.00,3.00,Electronics,Accessories,COD
B-25773,437.00,-14.00,2.00,Clothing,Saree,UPI
B-25717,138.00,-3.00,5.00,Clothing,Saree,COD
B-26010,85.00,13.00,2.00,Clothing,Shirt,UPI
B-25893,83.00,12.00,3.00,Clothing,Stole,UPI
B-26076,91.00,22.00,2.00,Clothing,Stole,UPI
B-25803,137.00,5.00,5.00,Clothing,Shirt,COD
B-25709,33.00,-12.00,7.00,Clothing,Saree,UPI
B-25755,134.00,-34.00,2.00,Furniture,Chairs,COD
B-25684,134.00,42.00,2.00,Furniture,Chairs,COD
B-25739,133.00,-56.00,2.00,Furniture,Chairs,COD
B-26081,93.00,-84.00,3.00,Clothing,Saree,UPI
B-25662,86.00,-21.00,1.00,Electronics,Electronic Games,UPI
B-25845,132.00,54.00,5.00,Clothing,Stole,COD
B-26085,132.00,-10.00,3.00,Clothing,Saree,COD
B-25745,132.00,-79.00,5.00,Furniture,Furnishings,COD
B-25999,93.00,-65.00,4.00,Clothing,Stole,UPI
B-26082,95.00,5.00,2.00,Clothing,Stole,UPI
B-26097,97.00,12.00,2.00,Clothing,Hankerchief,UPI
B-25731,131.00,-154.00,8.00,Furniture,Furnishings,COD
B-25625,97.00,29.00,2.00,Clothing,Hankerchief,UPI
B-25853,128.00,4.00,3.00,Clothing,Saree,COD
B-25703,186.00,241.00,9.00,Clothing,Shirt,Credit Card
B-26003,128.00,47.00,4.00,Clothing,Hankerchief,COD
B-25803,185.00,48.00,4.00,Clothing,Stole,Credit Card
B-25719,29.00,10.00,2.00,Clothing,Stole,COD
B-25883,127.00,29.00,3.00,Furniture,Furnishings,COD
B-25891,97.00,36.00,7.00,Clothing,Hankerchief,UPI
B-25821,125.00,0.00,3.00,Electronics,Accessories,COD
B-25646,299.00,-8.00,2.00,Clothing,Saree,COD
B-25874,124.00,54.00,5.00,Clothing,T-shirt,COD
B-25717,90.00,17.00,3.00,Clothing,Shirt,COD
B-26073,122.00,11.00,4.00,Clothing,Hankerchief,COD
B-25800,122.00,-66.00,9.00,Electronics,Accessories,COD
B-25991,90.00,30.00,2.00,Furniture,Chairs,UPI
B-25638,182.00,-11.00,3.00,Furniture,Bookcases,Credit Card
B-26021,122.00,59.00,7.00,Furniture,Furnishings,COD
B-25882,121.00,19.00,4.00,Clothing,Stole,COD
B-26053,120.00,1.00,1.00,Furniture,Chairs,COD
B-25951,120.00,23.00,5.00,Clothing,Stole,COD
B-25757,34.00,-11.00,5.00,Clothing,T-shirt,COD
B-25777,117.00,17.00,6.00,Clothing,Kurti,COD
B-26040,38.00,9.00,2.00,Clothing,Stole,COD
B-25696,117.00,-6.00,3.00,Electronics,Phones,COD
B-25977,180.00,54.00,4.00,Clothing,T-shirt,Credit Card
B-25743,99.00,-5.00,1.00,Clothing,Saree,UPI
B-25651,172.00,-103.00,3.00,Furniture,Chairs,EMI
B-25603,116.00,16.00,4.00,Clothing,Stole,COD
B-25696,116.00,-4.00,1.00,Clothing,Saree,COD
B-26037,171.00,68.00,7.00,Clothing,Stole,EMI
B-26098,46.00,14.00,5.00,Clothing,Skirt,COD
B-25697,115.00,-39.00,3.00,Clothing,Trousers,COD
B-25920,100.00,7.00,2.00,Clothing,T-shirt,UPI
B-25993,44.00,8.00,2.00,Clothing,Stole,COD
B-26089,139.00,14.00,3.00,Clothing,Kurti,COD
B-25960,171.00,-140.00,2.00,Furniture,Bookcases,EMI
B-25917,100.00,12.00,2.00,Clothing,T-shirt,UPI
B-25825,115.00,25.00,6.00,Clothing,Stole,COD
B-25696,168.00,-9.00,3.00,Clothing,Saree,COD
B-25972,115.00,47.00,2.00,Electronics,Accessories,COD
B-25602,168.00,-111.00,2.00,Electronics,Phones,EMI
B-25736,31.00,-7.00,5.00,Clothing,Skirt,UPI
B-26003,114.00,41.00,6.00,Furniture,Furnishings,COD
B-25970,111.00,9.00,4.00,Clothing,Stole,COD
B-25742,11.00,-8.00,2.00,Clothing,Skirt,UPI
B-25770,110.00,35.00,1.00,Furniture,Furnishings,COD
B-26098,59.00,15.00,2.00,Clothing,T-shirt,UPI
B-26050,166.00,27.00,2.00,Electronics,Accessories,EMI
B-25778,109.00,-6.00,6.00,Clothing,Saree,COD
B-25652,34.00,-6.00,4.00,Clothing,Leggings,COD
B-25999,109.00,40.00,1.00,Furniture,Furnishings,COD
B-25909,108.00,22.00,3.00,Electronics,Accessories,COD
B-25823,103.00,50.00,2.00,Furniture,Furnishings,UPI
B-25701,10.00,-8.00,2.00,Clothing,Skirt,COD
B-25855,90.00,17.00,3.00,Clothing,Hankerchief,COD
B-25654,105.00,46.00,2.00,Clothing,Stole,UPI
B-25623,105.00,20.00,2.00,Clothing,Stole,Debit Card
B-25641,22.00,-6.00,1.00,Furniture,Furnishings,COD
B-25852,105.00,-33.00,5.00,Clothing,Kurti,COD
B-25958,105.00,25.00,2.00,Clothing,Hankerchief,EMI
B-25802,25.00,-7.00,5.00,Clothing,Saree,UPI
B-25823,104.00,2.00,2.00,Furniture,Furnishings,COD
B-25834,16.00,5.00,1.00,Clothing,Stole,UPI
B-25678,64.00,-7.00,3.00,Clothing,Saree,COD
B-25774,38.00,-6.00,2.00,Furniture,Furnishings,UPI
B-25904,83.00,12.00,2.00,Furniture,Chairs,COD
B-25896,103.00,36.00,2.00,Clothing,Hankerchief,COD
B-25796,37.00,-6.00,1.00,Clothing,Saree,UPI
B-25934,105.00,33.00,6.00,Clothing,Saree,EMI
B-25750,78.00,-6.00,2.00,Furniture,Furnishings,UPI
B-25761,102.00,-90.00,1.00,Clothing,Saree,COD
B-25912,102.00,11.00,6.00,Clothing,T-shirt,COD
B-25751,10.00,-8.00,1.00,Clothing,Kurti,UPI
B-25656,101.00,18.00,9.00,Clothing,Skirt,COD
B-25647,42.00,-6.00,4.00,Clothing,Saree,UPI
B-25861,56.00,18.00,2.00,Clothing,Hankerchief,UPI
B-25802,95.00,5.00,2.00,Clothing,Stole,COD
B-25901,159.00,2.00,3.00,Furniture,Furnishings,EMI
B-25623,158.00,69.00,3.00,Clothing,Stole,EMI
B-25751,106.00,0.00,2.00,Electronics,Phones,EMI
B-26052,101.00,16.00,4.00,Clothing,T-shirt,COD
B-25886,107.00,37.00,3.00,Clothing,Shirt,COD
B-25804,156.00,36.00,5.00,Clothing,T-shirt,EMI
B-25734,108.00,-19.00,3.00,Electronics,Electronic Games,UPI
B-25610,107.00,-54.00,4.00,Clothing,Stole,EMI
B-25711,100.00,-58.00,4.00,Clothing,Hankerchief,COD
B-25985,108.00,26.00,4.00,Clothing,Shirt,UPI
B-25864,100.00,6.00,4.00,Clothing,Stole,COD
B-25648,100.00,-23.00,1.00,Electronics,Phones,COD
B-26086,43.00,17.00,2.00,Clothing,T-shirt,UPI
B-25835,155.00,26.00,3.00,Clothing,Stole,EMI
B-25949,151.00,9.00,3.00,Clothing,Hankerchief,EMI
B-25930,151.00,29.00,5.00,Clothing,Hankerchief,EMI
B-25655,110.00,-68.00,4.00,Clothing,Saree,EMI
B-25757,98.00,9.00,2.00,Furniture,Furnishings,COD
B-25655,97.00,-62.00,2.00,Clothing,Trousers,COD
B-26033,111.00,35.00,5.00,Clothing,Shirt,COD
B-26083,45.00,17.00,1.00,Electronics,Accessories,COD
B-25805,112.00,15.00,2.00,Furniture,Chairs,COD
B-25955,110.00,20.00,5.00,Clothing,Stole,Debit Card
B-25762,98.00,-5.00,2.00,Clothing,Saree,UPI
B-25919,110.00,12.00,7.00,Clothing,Stole,Debit Card
B-25853,95.00,11.00,4.00,Furniture,Furnishings,COD
B-25925,1228.00,14.00,3.00,Furniture,Chairs,UPI
B-26023,29.00,0.00,3.00,Furniture,Furnishings,COD
B-26055,94.00,27.00,2.00,Clothing,T-shirt,COD
B-25653,115.00,25.00,1.00,Electronics,Accessories,COD
B-25893,149.00,15.00,3.00,Clothing,Saree,EMI
B-26052,148.00,23.00,4.00,Clothing,Kurti,EMI
B-25830,93.00,15.00,2.00,Electronics,Accessories,COD
B-26040,113.00,24.00,4.00,Clothing,Hankerchief,Debit Card
B-25981,48.00,2.00,3.00,Clothing,Stole,COD
B-25954,148.00,9.00,1.00,Electronics,Electronic Games,UPI
B-25889,114.00,11.00,4.00,Clothing,T-shirt,Debit Card
B-25810,92.00,42.00,2.00,Clothing,Stole,COD
B-25637,117.00,14.00,3.00,Clothing,Shirt,UPI
B-25801,21.00,-10.00,4.00,Clothing,Leggings,COD
B-25783,33.00,-10.00,6.00,Clothing,Leggings,UPI
B-25697,114.00,8.00,3.00,Electronics,Accessories,Debit Card
B-26028,115.00,0.00,1.00,Electronics,Accessories,Debit Card
B-25851,90.00,29.00,5.00,Clothing,T-shirt,COD
B-25938,61.00,1.00,2.00,Furniture,Furnishings,COD
B-25820,119.00,1.00,1.00,Furniture,Chairs,COD
B-25850,117.00,36.00,2.00,Clothing,Trousers,Debit Card
B-25924,148.00,54.00,2.00,Furniture,Chairs,UPI
B-25609,249.00,-5.00,4.00,Clothing,Saree,COD
B-25898,147.00,73.00,3.00,Clothing,Stole,UPI
B-25814,118.00,35.00,7.00,Clothing,T-shirt,EMI
B-26087,119.00,56.00,7.00,Clothing,Saree,EMI
B-25901,90.00,27.00,2.00,Clothing,T-shirt,COD
B-26025,32.00,1.00,2.00,Clothing,Stole,COD
B-25631,89.00,-89.00,2.00,Furniture,Furnishings,COD
B-25954,146.00,66.00,1.00,Electronics,Phones,UPI
B-25956,89.00,-37.00,4.00,Clothing,Shirt,COD
B-26096,88.00,11.00,3.00,Electronics,Accessories,COD
B-25862,121.00,41.00,4.00,Clothing,Stole,EMI
B-26054,88.00,20.00,2.00,Clothing,Saree,COD
B-25698,87.00,-83.00,5.00,Clothing,Kurti,COD
B-25606,87.00,4.00,2.00,Clothing,Shirt,COD
B-25928,122.00,15.00,3.00,Electronics,Accessories,EMI
B-26005,87.00,10.00,3.00,Clothing,Stole,COD
B-25963,53.00,8.00,3.00,Furniture,Furnishings,UPI
B-25952,87.00,-32.00,9.00,Clothing,Skirt,COD
B-25683,86.00,-55.00,6.00,Clothing,Saree,COD
B-25914,125.00,22.00,3.00,Clothing,Stole,EMI
B-25828,128.00,-3.00,3.00,Clothing,Saree,Debit Card
B-25743,143.00,-124.00,5.00,Clothing,Saree,UPI
B-26085,86.00,22.00,2.00,Clothing,Saree,COD
B-25869,86.00,9.00,3.00,Clothing,Saree,COD
B-25773,85.00,-9.00,4.00,Clothing,Saree,COD
B-25700,129.00,-75.00,5.00,Clothing,Shirt,Debit Card
B-25921,84.00,-42.00,2.00,Electronics,Accessories,COD
B-25730,83.00,-81.00,3.00,Furniture,Chairs,COD
B-26083,143.00,6.00,2.00,Electronics,Accessories,UPI
B-25849,336.00,123.00,3.00,Electronics,Phones,UPI
B-25909,323.00,122.00,5.00,Electronics,Phones,UPI
B-26038,130.00,61.00,3.00,Clothing,Shirt,Debit Card
B-25999,152.00,-3.00,5.00,Clothing,Saree,COD
B-25928,25.00,10.00,1.00,Furniture,Furnishings,UPI
B-25878,140.00,15.00,5.00,Clothing,Stole,UPI
B-25843,45.00,0.00,2.00,Clothing,Stole,UPI
B-25959,132.00,49.00,3.00,Clothing,Shirt,COD
B-25630,133.00,12.00,5.00,Clothing,Stole,Debit Card
B-25858,82.00,13.00,2.00,Clothing,Shirt,COD
B-26096,140.00,56.00,4.00,Clothing,Shirt,UPI
B-25838,81.00,19.00,7.00,Clothing,Hankerchief,COD
B-25943,137.00,38.00,5.00,Clothing,Hankerchief,Debit Card
B-25780,137.00,-41.00,3.00,Electronics,Phones,Debit Card
B-25949,140.00,57.00,2.00,Clothing,Trousers,Debit Card
B-25892,139.00,30.00,3.00,Clothing,Shirt,UPI
B-26054,138.00,11.00,5.00,Clothing,Stole,UPI
B-25988,79.00,-124.00,9.00,Clothing,Skirt,COD
B-25939,136.00,41.00,3.00,Electronics,Accessories,UPI
B-26083,145.00,16.00,3.00,Clothing,T-shirt,Debit Card
B-26078,44.00,20.00,2.00,Clothing,T-shirt,UPI
B-25902,79.00,6.00,7.00,Clothing,Saree,COD
B-25676,79.00,36.00,4.00,Clothing,Shirt,COD
B-26016,134.00,-13.00,3.00,Electronics,Electronic Games,UPI
B-25950,133.00,5.00,5.00,Clothing,Stole,UPI
B-26056,47.00,20.00,7.00,Clothing,Hankerchief,UPI
B-25645,133.00,-42.00,1.00,Electronics,Printers,UPI
B-25906,78.00,27.00,3.00,Clothing,Stole,COD
B-26017,78.00,7.00,1.00,Furniture,Chairs,COD
B-25644,76.00,-92.00,8.00,Furniture,Furnishings,COD
B-25679,76.00,-50.00,1.00,Clothing,Saree,COD
B-25854,76.00,19.00,3.00,Clothing,Hankerchief,COD
B-25670,74.00,29.00,3.00,Clothing,Stole,COD
B-25792,74.00,-25.00,3.00,Clothing,Stole,COD
B-25808,146.00,-63.00,3.00,Electronics,Electronic Games,Debit Card
B-25750,73.00,-31.00,1.00,Furniture,Bookcases,COD
B-26051,80.00,22.00,3.00,Clothing,Stole,UPI
B-26076,133.00,46.00,5.00,Clothing,Shirt,EMI
B-25946,146.00,7.00,2.00,Electronics,Phones,Debit Card
B-25648,130.00,-41.00,4.00,Clothing,Saree,EMI
B-25992,141.00,41.00,3.00,Clothing,Shirt,UPI
B-25848,147.00,21.00,3.00,Furniture,Furnishings,Debit Card
B-25697,73.00,-7.00,1.00,Electronics,Phones,COD
B-25659,148.00,72.00,7.00,Clothing,T-shirt,Debit Card
B-25716,58.00,0.00,4.00,Clothing,Saree,UPI
B-25652,21.00,-13.00,3.00,Clothing,Leggings,UPI
B-26093,148.00,25.00,3.00,Clothing,Saree,Debit Card
B-25725,144.00,-7.00,4.00,Electronics,Electronic Games,COD
B-25661,145.00,-104.00,5.00,Furniture,Chairs,UPI
B-25693,72.00,-49.00,1.00,Electronics,Phones,COD
B-25910,125.00,15.00,5.00,Clothing,Shirt,EMI
B-25943,149.00,15.00,3.00,Clothing,Saree,Debit Card
B-26100,72.00,16.00,2.00,Clothing,Shirt,COD
B-25830,71.00,0.00,8.00,Clothing,Skirt,COD
B-25932,71.00,-14.00,4.00,Furniture,Furnishings,COD
B-25929,154.00,-85.00,3.00,Furniture,Chairs,EMI
B-25708,191.00,13.00,8.00,Furniture,Furnishings,COD
B-25921,170.00,19.00,5.00,Clothing,T-shirt,UPI
B-25755,47.00,-3.00,2.00,Clothing,Stole,UPI
B-25640,122.00,-47.00,4.00,Clothing,Saree,EMI
B-25838,70.00,26.00,5.00,Clothing,Hankerchief,COD
B-26025,155.00,5.00,3.00,Clothing,Stole,EMI
B-25789,67.00,-86.00,9.00,Furniture,Furnishings,COD
B-25697,67.00,-42.00,3.00,Clothing,Stole,COD
B-25797,148.00,-101.00,2.00,Furniture,Bookcases,UPI
B-26064,122.00,38.00,6.00,Clothing,T-shirt,Credit Card
B-25732,16.00,-5.00,2.00,Clothing,Stole,UPI
B-25654,121.00,-17.00,3.00,Furniture,Furnishings,Credit Card
B-25750,42.00,-15.00,12.00,Clothing,Skirt,UPI
B-25751,65.00,-4.00,6.00,Clothing,Hankerchief,COD
B-25889,119.00,-43.00,7.00,Clothing,Kurti,Credit Card
B-25683,155.00,56.00,3.00,Furniture,Furnishings,EMI
B-25602,119.00,-5.00,8.00,Clothing,Saree,Credit Card
B-25871,118.00,25.00,4.00,Clothing,Hankerchief,Credit Card
B-25953,116.00,22.00,1.00,Electronics,Accessories,Credit Card
B-25950,158.00,-29.00,10.00,Clothing,Hankerchief,EMI
B-26091,158.00,69.00,3.00,Clothing,Stole,EMI
B-25753,65.00,-52.00,3.00,Electronics,Accessories,COD
B-25611,160.00,-59.00,2.00,Clothing,Saree,EMI
B-25935,162.00,20.00,3.00,Furniture,Chairs,EMI
B-25886,63.00,1.00,4.00,Clothing,T-shirt,COD
B-25833,64.00,27.00,5.00,Clothing,Hankerchief,UPI
B-25665,166.00,-113.00,4.00,Electronics,Accessories,EMI
B-25694,167.00,43.00,7.00,Clothing,T-shirt,EMI
B-25668,123.00,17.00,3.00,Furniture,Furnishings,COD
B-25945,63.00,14.00,2.00,Clothing,Shirt,COD
B-25954,891.00,0.00,5.00,Clothing,Saree,COD
B-25818,75.00,28.00,9.00,Clothing,Hankerchief,UPI
B-25861,62.00,6.00,5.00,Clothing,Hankerchief,COD
B-25721,29.00,-18.00,7.00,Clothing,Skirt,UPI
B-26024,168.00,18.00,6.00,Clothing,Stole,Debit Card
B-26056,70.00,24.00,3.00,Clothing,Stole,UPI
B-26050,169.00,55.00,4.00,Clothing,Saree,Debit Card
B-25708,32.00,-8.00,2.00,Clothing,Stole,COD
B-25651,44.00,-8.00,3.00,Clothing,Stole,UPI
B-25616,116.00,-56.00,5.00,Clothing,Stole,Credit Card
B-25827,156.00,21.00,3.00,Furniture,Chairs,COD
B-25996,62.00,6.00,6.00,Clothing,Skirt,COD
B-25830,54.00,1.00,2.00,Clothing,Saree,UPI
B-25951,111.00,11.00,9.00,Clothing,Hankerchief,Credit Card
B-25713,158.00,-63.00,4.00,Furniture,Chairs,UPI
B-25678,7.00,-3.00,2.00,Clothing,Skirt,UPI
B-25901,61.00,28.00,2.00,Clothing,Hankerchief,UPI
B-25798,61.00,-50.00,4.00,Clothing,Hankerchief,COD
B-25902,154.00,26.00,4.00,Electronics,Accessories,COD
B-25851,62.00,1.00,3.00,Clothing,Saree,COD
B-25944,169.00,38.00,3.00,Clothing,Saree,Debit Card
B-25939,61.00,18.00,2.00,Electronics,Accessories,COD
B-25656,61.00,-23.00,2.00,Clothing,Saree,COD
B-25695,171.00,14.00,9.00,Clothing,Shirt,Debit Card
B-25781,60.00,-49.00,8.00,Clothing,Hankerchief,COD
B-25783,25.00,-11.00,1.00,Clothing,Stole,UPI
B-25867,163.00,26.00,4.00,Clothing,Shirt,COD
B-25993,173.00,86.00,1.00,Electronics,Printers,Debit Card
B-25755,257.00,-3.00,2.00,Furniture,Bookcases,UPI
